TimestampMs,AdvantageScope/RawOdomPose,AdvantageScope/RobotPose,Drive/Drive_Heading,Drive/Odom_Heading,Drive/Odom_X,Drive/Odom_Y,Drive/Pose_X,Drive/Pose_Y,Drive/Velocity_Omega,Drive/Velocity_X,Drive/Velocity_Y,Superstructure/Elevator_Height,Superstructure/Flywheel_Active,Superstructure/Flywheel_AtSpeed,Superstructure/Flywheel_RPM,Superstructure/Flywheel_Target,Superstructure/Intake_Active,Superstructure/Inventory,Superstructure/Mode,Superstructure/Transfer_Active,Vision/HasTarget,Vision/MeasurementCount,Vision/Target_X,Vision/Target_Y
1782438359799,1.0|2.0|0.7853981633974483,1.0|2.0|0.7853981633974483,0.7853981633974483,0.7853981633974483,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,false,false,0.0,4000.0,false,0.0,IDLE,false,false,0.0,0.0,0.0
